שם הקובץ,נתיב הקובץ,תיקיית המקור,מספר שורות
אור הישר על משנה אבות.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על משנה אבות.txt,Dicta,261
אור הישר על נדה.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על נדה.txt,Dicta,846
אור הישר על מסכת כלה.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על מסכת כלה.txt,Dicta,6
אור הישר על בבא בתרא.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על בבא בתרא.txt,Dicta,1577
אור הישר על קידושין.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על קידושין.txt,Dicta,1093
אור הישר על בבא קמא.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על בבא קמא.txt,Dicta,1314
אור הישר על מסכת כותים.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על מסכת כותים.txt,Dicta,7
אור הישר על מסכת ספר תורה.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על מסכת ספר תורה.txt,Dicta,13
אור הישר על אבות דרבי נתן.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על אבות דרבי נתן.txt,Dicta,97
אור הישר על מכות.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על מכות.txt,Dicta,338
אור הישר על שבועות.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על שבועות.txt,Dicta,594
אור הישר על בבא מציעא.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על בבא מציעא.txt,Dicta,1176
אור הישר על משנה עדיות.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על משנה עדיות.txt,Dicta,170
אור הישר על מסכת כלה רבתי.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על מסכת כלה רבתי.txt,Dicta,29
אור הישר על מסכת שמחות.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על מסכת שמחות.txt,Dicta,43
אור הישר על מסכת תפילין.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על מסכת תפילין.txt,Dicta,5
אור הישר על נזיר.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על נזיר.txt,Dicta,432
אור הישר על עבודה זרה.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על עבודה זרה.txt,Dicta,775
אור הישר על יבמות.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על יבמות.txt,Dicta,1468
אור הישר על מסכת ציצית.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על מסכת ציצית.txt,Dicta,5
אור הישר על סנהדרין.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על סנהדרין.txt,Dicta,1371
אור הישר על כתובות.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על כתובות.txt,Dicta,1431
אור הישר על מסכת גרים.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על מסכת גרים.txt,Dicta,16
אור הישר על הוריות.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על הוריות.txt,Dicta,147
אור הישר על מסכת סופרים.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על מסכת סופרים.txt,Dicta,72
אור הישר על מסכת דרך ארץ רבה.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על מסכת דרך ארץ רבה.txt,Dicta,29
אור הישר על מסכת דרך ארץ זוטא.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על מסכת דרך ארץ זוטא.txt,Dicta,28
אור הישר על בכורות.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/סדר קדשים/אור הישר על בכורות.txt,Dicta,1067
אור הישר (זבחים).txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/סדר קדשים/אור הישר (זבחים).txt,Dicta,3508
אור הישר על חולין.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/סדר קדשים/אור הישר על חולין.txt,Dicta,4939
ליקוטי מהריל על כתובות.txt,אוצריא/תלמוד בבלי/אחרונים/ליקוטי מהריל/סדר נשים/ליקוטי מהריל על כתובות.txt,Dicta,57
ליקוטי מהריל על קידושין.txt,אוצריא/תלמוד בבלי/אחרונים/ליקוטי מהריל/סדר נשים/ליקוטי מהריל על קידושין.txt,Dicta,17
ערוך לנר על יבמות.txt,אוצריא/תלמוד בבלי/אחרונים/ערוך לנר/סדר נשים/ערוך לנר על יבמות.txt,Dicta,3337
באר שבע הקדמה.txt,אוצריא/תלמוד בבלי/אחרונים/באר שבע/באר שבע הקדמה.txt,Dicta,10
כפי אהרן על נדרים.txt,אוצריא/תלמוד בבלי/אחרונים/כפי אהרן/כפי אהרן על נדרים.txt,Dicta,4
כפי אהרן על סוכה.txt,אוצריא/תלמוד בבלי/אחרונים/כפי אהרן/כפי אהרן על סוכה.txt,Dicta,38
כפי אהרן על בבא מציעא.txt,אוצריא/תלמוד בבלי/אחרונים/כפי אהרן/כפי אהרן על בבא מציעא.txt,Dicta,4
כפי אהרן על יבמות.txt,אוצריא/תלמוד בבלי/אחרונים/כפי אהרן/כפי אהרן על יבמות.txt,Dicta,6
כפי אהרן על נדה.txt,אוצריא/תלמוד בבלי/אחרונים/כפי אהרן/כפי אהרן על נדה.txt,Dicta,6
כפי אהרן על תענית.txt,אוצריא/תלמוד בבלי/אחרונים/כפי אהרן/כפי אהרן על תענית.txt,Dicta,6
כפי אהרן על זבחים.txt,אוצריא/תלמוד בבלי/אחרונים/כפי אהרן/כפי אהרן על זבחים.txt,Dicta,6
כפי אהרן על ביצה.txt,אוצריא/תלמוד בבלי/אחרונים/כפי אהרן/כפי אהרן על ביצה.txt,Dicta,4
כפי אהרן על פסחים.txt,אוצריא/תלמוד בבלי/אחרונים/כפי אהרן/כפי אהרן על פסחים.txt,Dicta,4
כפי אהרן על ברכות.txt,אוצריא/תלמוד בבלי/אחרונים/כפי אהרן/כפי אהרן על ברכות.txt,Dicta,24
כפי אהרן על עבודה זרה.txt,אוצריא/תלמוד בבלי/אחרונים/כפי אהרן/כפי אהרן על עבודה זרה.txt,Dicta,20
כפי אהרן על קידושין.txt,אוצריא/תלמוד בבלי/אחרונים/כפי אהרן/כפי אהרן על קידושין.txt,Dicta,19
כפי אהרן על מגילה.txt,אוצריא/תלמוד בבלי/אחרונים/כפי אהרן/כפי אהרן על מגילה.txt,Dicta,4
כפי אהרן על תמורה.txt,אוצריא/תלמוד בבלי/אחרונים/כפי אהרן/כפי אהרן על תמורה.txt,Dicta,4
כפי אהרן הערות על ספר חוקי חיים.txt,אוצריא/תלמוד בבלי/אחרונים/כפי אהרן/כפי אהרן הערות על ספר חוקי חיים.txt,Dicta,111
כפי אהרן על סוטה.txt,אוצריא/תלמוד בבלי/אחרונים/כפי אהרן/כפי אהרן על סוטה.txt,Dicta,10
כפי אהרן על יומא.txt,אוצריא/תלמוד בבלי/אחרונים/כפי אהרן/כפי אהרן על יומא.txt,Dicta,4
כפי אהרן על בבא קמא.txt,אוצריא/תלמוד בבלי/אחרונים/כפי אהרן/כפי אהרן על בבא קמא.txt,Dicta,8
כפי אהרן על כתובות.txt,אוצריא/תלמוד בבלי/אחרונים/כפי אהרן/כפי אהרן על כתובות.txt,Dicta,6
כפות תמרים על סוכה.txt,אוצריא/תלמוד בבלי/אחרונים/שמות בארץ/כפות תמרים על סוכה.txt,Dicta,506
בית אהרן על כתובות.txt,אוצריא/תלמוד בבלי/אחרונים/בית אהרן/בית אהרן על כתובות.txt,Dicta,1118
בית אהרן על בבא מציעא.txt,אוצריא/תלמוד בבלי/אחרונים/בית אהרן/בית אהרן על בבא מציעא.txt,Dicta,1297
בית אהרן על גיטין.txt,אוצריא/תלמוד בבלי/אחרונים/בית אהרן/בית אהרן על גיטין.txt,Dicta,1173
תפארת יעקב על גיטין.txt,אוצריא/תלמוד בבלי/אחרונים/תפארת יעקב/תפארת יעקב על גיטין.txt,Dicta,4589
משמרות כהונה חלק ג.txt,אוצריא/תלמוד בבלי/אחרונים/משמרות כהונה/משמרות כהונה חלק ג.txt,Dicta,5310
משמרות כהונה על סדר נזיקין.txt,אוצריא/תלמוד בבלי/אחרונים/משמרות כהונה/משמרות כהונה על סדר נזיקין.txt,Dicta,3462
משמרות כהונה חלק א.txt,אוצריא/תלמוד בבלי/אחרונים/משמרות כהונה/משמרות כהונה חלק א.txt,Dicta,5647
ים של שלמה על ביצה.txt,אוצריא/תלמוד בבלי/אחרונים/ים של שלמה/סדר מועד/ים של שלמה על ביצה.txt,Dicta,510
ים של שלמה על חולין.txt,אוצריא/תלמוד בבלי/אחרונים/ים של שלמה/סדר נשים/ים של שלמה על חולין.txt,Dicta,1628
ים של שלמה על קידושין.txt,אוצריא/תלמוד בבלי/אחרונים/ים של שלמה/סדר נשים/ים של שלמה על קידושין.txt,Dicta,423
ים של שלמה על גיטין.txt,אוצריא/תלמוד בבלי/אחרונים/ים של שלמה/סדר נשים/ים של שלמה על גיטין.txt,Dicta,990
ים של שלמה על כתובות.txt,אוצריא/תלמוד בבלי/אחרונים/ים של שלמה/סדר נשים/ים של שלמה על כתובות.txt,Dicta,400
חמדת שלמה על ביצה.txt,אוצריא/תלמוד בבלי/אחרונים/חמדת שלמה/חמדת שלמה על ביצה.txt,Dicta,42
חמדת שלמה על זבחים.txt,אוצריא/תלמוד בבלי/אחרונים/חמדת שלמה/חמדת שלמה על זבחים.txt,Dicta,6
חמדת שלמה על קידושין.txt,אוצריא/תלמוד בבלי/אחרונים/חמדת שלמה/חמדת שלמה על קידושין.txt,Dicta,423
חמדת שלמה על בבא מציעא.txt,אוצריא/תלמוד בבלי/אחרונים/חמדת שלמה/חמדת שלמה על בבא מציעא.txt,Dicta,417
חמדת שלמה על שבת.txt,אוצריא/תלמוד בבלי/אחרונים/חמדת שלמה/חמדת שלמה על שבת.txt,Dicta,24
חמדת שלמה על גיטין.txt,אוצריא/תלמוד בבלי/אחרונים/חמדת שלמה/חמדת שלמה על גיטין.txt,Dicta,369
חמדת שלמה על יומא.txt,אוצריא/תלמוד בבלי/אחרונים/חמדת שלמה/חמדת שלמה על יומא.txt,Dicta,42
חמדת שלמה העתק מדרשה לשבת שובה.txt,אוצריא/תלמוד בבלי/אחרונים/חמדת שלמה/חמדת שלמה העתק מדרשה לשבת שובה.txt,Dicta,45
חמדת שלמה על יבמות.txt,אוצריא/תלמוד בבלי/אחרונים/חמדת שלמה/חמדת שלמה על יבמות.txt,Dicta,374
חמדת שלמה על פסחים.txt,אוצריא/תלמוד בבלי/אחרונים/חמדת שלמה/חמדת שלמה על פסחים.txt,Dicta,123
חמדת שלמה על ראש השנה.txt,אוצריא/תלמוד בבלי/אחרונים/חמדת שלמה/חמדת שלמה על ראש השנה.txt,Dicta,10
חמדת שלמה על כתובות.txt,אוצריא/תלמוד בבלי/אחרונים/חמדת שלמה/חמדת שלמה על כתובות.txt,Dicta,782
קרן אורה על מועד קטן.txt,אוצריא/תלמוד בבלי/אחרונים/קרן אורה/סדר מועד/קרן אורה על מועד קטן.txt,Dicta,319
קרן אורה על שבת.txt,אוצריא/תלמוד בבלי/אחרונים/קרן אורה/סדר מועד/קרן אורה על שבת.txt,Dicta,176
קרן אורה על עירובין.txt,אוצריא/תלמוד בבלי/אחרונים/קרן אורה/סדר מועד/קרן אורה על עירובין.txt,Dicta,618
קרן אורה על תענית.txt,אוצריא/תלמוד בבלי/אחרונים/קרן אורה/סדר מועד/קרן אורה על תענית.txt,Dicta,231
קרן אורה על הוריות.txt,אוצריא/תלמוד בבלי/אחרונים/קרן אורה/סדר נזיקין/קרן אורה על הוריות.txt,Dicta,186
קרן אורה על סנהדרין.txt,אוצריא/תלמוד בבלי/אחרונים/קרן אורה/סדר נזיקין/קרן אורה על סנהדרין.txt,Dicta,76
קרן אורה על ברכות.txt,אוצריא/תלמוד בבלי/אחרונים/קרן אורה/סדר זרעים/קרן אורה על ברכות.txt,Dicta,141
קרן אורה על נזיר.txt,אוצריא/תלמוד בבלי/אחרונים/קרן אורה/סדר נשים/קרן אורה על נזיר.txt,Dicta,1398
קרן אורה על יבמות.txt,אוצריא/תלמוד בבלי/אחרונים/קרן אורה/סדר נשים/קרן אורה על יבמות.txt,Dicta,1444
קרן אורה על נדרים.txt,אוצריא/תלמוד בבלי/אחרונים/קרן אורה/סדר נשים/קרן אורה על נדרים.txt,Dicta,1172
קרן אורה על סוטה.txt,אוצריא/תלמוד בבלי/אחרונים/קרן אורה/סדר נשים/קרן אורה על סוטה.txt,Dicta,550
קרן אורה דיני טריפות על מסכת חולין.txt,אוצריא/תלמוד בבלי/אחרונים/קרן אורה/סדר קדשים/קרן אורה דיני טריפות על מסכת חולין.txt,Dicta,49
קרן אורה על מעילה.txt,אוצריא/תלמוד בבלי/אחרונים/קרן אורה/סדר קדשים/קרן אורה על מעילה.txt,Dicta,348
קרן אורה על מנחות.txt,אוצריא/תלמוד בבלי/אחרונים/קרן אורה/סדר קדשים/קרן אורה על מנחות.txt,Dicta,836
קרן אורה על זבחים.txt,אוצריא/תלמוד בבלי/אחרונים/קרן אורה/סדר קדשים/קרן אורה על זבחים.txt,Dicta,1264
תקנת עזרא (מעילה תנינא).txt,אוצריא/תלמוד בבלי/אחרונים/תקנת עזרא/תקנת עזרא (מעילה תנינא).txt,Dicta,387
תקנת עזרא (מעילה).txt,אוצריא/תלמוד בבלי/אחרונים/תקנת עזרא/תקנת עזרא (מעילה).txt,Dicta,664
תקנת עזרא (מעילה תיקון חשוב).txt,אוצריא/תלמוד בבלי/אחרונים/תקנת עזרא/תקנת עזרא (מעילה תיקון חשוב).txt,Dicta,533
לבוש מרדכי בבא מציעא.txt,אוצריא/תלמוד בבלי/אחרונים/לבוש מרדכי/סדר נזיקין/לבוש מרדכי בבא מציעא.txt,Dicta,1583
לבוש מרדכי על גיטין.txt,אוצריא/תלמוד בבלי/אחרונים/לבוש מרדכי/סדר נשים/לבוש מרדכי על גיטין.txt,Dicta,290
לבוש מרדכי על יבמות.txt,אוצריא/תלמוד בבלי/אחרונים/לבוש מרדכי/סדר נשים/לבוש מרדכי על יבמות.txt,Dicta,755
לבוש מרדכי על זבחים.txt,אוצריא/תלמוד בבלי/אחרונים/לבוש מרדכי/סדר קדשים/לבוש מרדכי על זבחים.txt,Dicta,443
לבוש מרדכי על מנחות.txt,אוצריא/תלמוד בבלי/אחרונים/לבוש מרדכי/סדר קדשים/לבוש מרדכי על מנחות.txt,Dicta,107
לבוש מרדכי על מעילה.txt,אוצריא/תלמוד בבלי/אחרונים/לבוש מרדכי/סדר קדשים/לבוש מרדכי על מעילה.txt,Dicta,58
קרן לדוד על חגיגה.txt,אוצריא/תלמוד בבלי/אחרונים/קרן לדוד/קרן לדוד על חגיגה.txt,Dicta,18
קרן לדוד על עבודה זרה.txt,אוצריא/תלמוד בבלי/אחרונים/קרן לדוד/קרן לדוד על עבודה זרה.txt,Dicta,7
קרן לדוד על עירובין.txt,אוצריא/תלמוד בבלי/אחרונים/קרן לדוד/קרן לדוד על עירובין.txt,Dicta,9
קרן לדוד על בבא קמא.txt,אוצריא/תלמוד בבלי/אחרונים/קרן לדוד/קרן לדוד על בבא קמא.txt,Dicta,11
קרן לדוד על נדה.txt,אוצריא/תלמוד בבלי/אחרונים/קרן לדוד/קרן לדוד על נדה.txt,Dicta,57
קרן לדוד על ברכות.txt,אוצריא/תלמוד בבלי/אחרונים/קרן לדוד/קרן לדוד על ברכות.txt,Dicta,83
קרן לדוד על זבחים.txt,אוצריא/תלמוד בבלי/אחרונים/קרן לדוד/קרן לדוד על זבחים.txt,Dicta,5
קרן לדוד על ביצה.txt,אוצריא/תלמוד בבלי/אחרונים/קרן לדוד/קרן לדוד על ביצה.txt,Dicta,158
קרן לדוד על ראש השנה.txt,אוצריא/תלמוד בבלי/אחרונים/קרן לדוד/קרן לדוד על ראש השנה.txt,Dicta,16
קרן לדוד על שבת.txt,אוצריא/תלמוד בבלי/אחרונים/קרן לדוד/קרן לדוד על שבת.txt,Dicta,35
קרן לדוד על תענית.txt,אוצריא/תלמוד בבלי/אחרונים/קרן לדוד/קרן לדוד על תענית.txt,Dicta,19
קרן לדוד על סוכה.txt,אוצריא/תלמוד בבלי/אחרונים/קרן לדוד/קרן לדוד על סוכה.txt,Dicta,17
קרן לדוד על מגילה.txt,אוצריא/תלמוד בבלי/אחרונים/קרן לדוד/קרן לדוד על מגילה.txt,Dicta,5
קרן לדוד על פסחים.txt,אוצריא/תלמוד בבלי/אחרונים/קרן לדוד/קרן לדוד על פסחים.txt,Dicta,329
קרן לדוד על חולין.txt,אוצריא/תלמוד בבלי/אחרונים/קרן לדוד/קרן לדוד על חולין.txt,Dicta,33
קרן לדוד על יומא.txt,אוצריא/תלמוד בבלי/אחרונים/קרן לדוד/קרן לדוד על יומא.txt,Dicta,33
קרן לדוד על סנהדרין.txt,אוצריא/תלמוד בבלי/אחרונים/קרן לדוד/קרן לדוד על סנהדרין.txt,Dicta,11
בית מאיר על נדה.txt,אוצריא/תלמוד בבלי/אחרונים/בית מאיר/סדר טהרות/בית מאיר על נדה.txt,Dicta,46
בית מאיר על מועד קטן.txt,אוצריא/תלמוד בבלי/אחרונים/בית מאיר/סדר מועד/בית מאיר על מועד קטן.txt,Dicta,12
בית מאיר על שבת.txt,אוצריא/תלמוד בבלי/אחרונים/בית מאיר/סדר מועד/בית מאיר על שבת.txt,Dicta,77
בית מאיר על תענית.txt,אוצריא/תלמוד בבלי/אחרונים/בית מאיר/סדר מועד/בית מאיר על תענית.txt,Dicta,9
בית מאיר על עירובין.txt,אוצריא/תלמוד בבלי/אחרונים/בית מאיר/סדר מועד/בית מאיר על עירובין.txt,Dicta,89
בית מאיר על פסחים.txt,אוצריא/תלמוד בבלי/אחרונים/בית מאיר/סדר מועד/בית מאיר על פסחים.txt,Dicta,133
בית מאיר על מגילה.txt,אוצריא/תלמוד בבלי/אחרונים/בית מאיר/סדר מועד/בית מאיר על מגילה.txt,Dicta,17
בית מאיר על ביצה.txt,אוצריא/תלמוד בבלי/אחרונים/בית מאיר/סדר מועד/בית מאיר על ביצה.txt,Dicta,105
בית מאיר על ראש השנה.txt,אוצריא/תלמוד בבלי/אחרונים/בית מאיר/סדר מועד/בית מאיר על ראש השנה.txt,Dicta,21
בית מאיר על יומא.txt,אוצריא/תלמוד בבלי/אחרונים/בית מאיר/סדר מועד/בית מאיר על יומא.txt,Dicta,47
בית מאיר על חגיגה.txt,אוצריא/תלמוד בבלי/אחרונים/בית מאיר/סדר מועד/בית מאיר על חגיגה.txt,Dicta,10
בית מאיר על סוכה.txt,אוצריא/תלמוד בבלי/אחרונים/בית מאיר/סדר מועד/בית מאיר על סוכה.txt,Dicta,29
בית מאיר על סנהדרין.txt,אוצריא/תלמוד בבלי/אחרונים/בית מאיר/סדר נזיקין/בית מאיר על סנהדרין.txt,Dicta,21
בית מאיר על מכות.txt,אוצריא/תלמוד בבלי/אחרונים/בית מאיר/סדר נזיקין/בית מאיר על מכות.txt,Dicta,6
בית מאיר על עבודה זרה.txt,אוצריא/תלמוד בבלי/אחרונים/בית מאיר/סדר נזיקין/בית מאיר על עבודה זרה.txt,Dicta,52
בית מאיר על בבא בתרא.txt,אוצריא/תלמוד בבלי/אחרונים/בית מאיר/סדר נזיקין/בית מאיר על בבא בתרא.txt,Dicta,41
בית מאיר על בבא מציעא.txt,אוצריא/תלמוד בבלי/אחרונים/בית מאיר/סדר נזיקין/בית מאיר על בבא מציעא.txt,Dicta,46
בית מאיר על שבועות.txt,אוצריא/תלמוד בבלי/אחרונים/בית מאיר/סדר נזיקין/בית מאיר על שבועות.txt,Dicta,48
בית מאיר על בבא קמא.txt,אוצריא/תלמוד בבלי/אחרונים/בית מאיר/סדר נזיקין/בית מאיר על בבא קמא.txt,Dicta,87
בית מאיר על ברכות.txt,אוצריא/תלמוד בבלי/אחרונים/בית מאיר/סדר זרעים/בית מאיר על ברכות.txt,Dicta,33
בית מאיר על נדרים.txt,אוצריא/תלמוד בבלי/אחרונים/בית מאיר/סדר נשים/בית מאיר על נדרים.txt,Dicta,73
בית מאיר על יבמות.txt,אוצריא/תלמוד בבלי/אחרונים/בית מאיר/סדר נשים/בית מאיר על יבמות.txt,Dicta,54
בית מאיר על גיטין.txt,אוצריא/תלמוד בבלי/אחרונים/בית מאיר/סדר נשים/בית מאיר על גיטין.txt,Dicta,23
בית מאיר על סוטה.txt,אוצריא/תלמוד בבלי/אחרונים/בית מאיר/סדר נשים/בית מאיר על סוטה.txt,Dicta,6
בית מאיר על קידושין.txt,אוצריא/תלמוד בבלי/אחרונים/בית מאיר/סדר נשים/בית מאיר על קידושין.txt,Dicta,142
בית מאיר על נזיר.txt,אוצריא/תלמוד בבלי/אחרונים/בית מאיר/סדר נשים/בית מאיר על נזיר.txt,Dicta,20
בית מאיר על כתובות.txt,אוצריא/תלמוד בבלי/אחרונים/בית מאיר/סדר נשים/בית מאיר על כתובות.txt,Dicta,49
בית מאיר על ערכין.txt,אוצריא/תלמוד בבלי/אחרונים/בית מאיר/סדר קדשים/בית מאיר על ערכין.txt,Dicta,39
בית מאיר על חולין.txt,אוצריא/תלמוד בבלי/אחרונים/בית מאיר/סדר קדשים/בית מאיר על חולין.txt,Dicta,105
בית מאיר על מנחות.txt,אוצריא/תלמוד בבלי/אחרונים/בית מאיר/סדר קדשים/בית מאיר על מנחות.txt,Dicta,22
בית מאיר על מעילה.txt,אוצריא/תלמוד בבלי/אחרונים/בית מאיר/סדר קדשים/בית מאיר על מעילה.txt,Dicta,6
בית מאיר על כריתות.txt,אוצריא/תלמוד בבלי/אחרונים/בית מאיר/סדר קדשים/בית מאיר על כריתות.txt,Dicta,15
בית מאיר על תמורה.txt,אוצריא/תלמוד בבלי/אחרונים/בית מאיר/סדר קדשים/בית מאיר על תמורה.txt,Dicta,39
בית מאיר על זבחים.txt,אוצריא/תלמוד בבלי/אחרונים/בית מאיר/סדר קדשים/בית מאיר על זבחים.txt,Dicta,67
בית מאיר על בכורות.txt,אוצריא/תלמוד בבלי/אחרונים/בית מאיר/סדר קדשים/בית מאיר על בכורות.txt,Dicta,32
תורת חיים על חולין.txt,אוצריא/תלמוד בבלי/אחרונים/תורת חיים/תורת חיים על חולין.txt,Dicta,664
תורת חיים על שבועות.txt,אוצריא/תלמוד בבלי/אחרונים/תורת חיים/תורת חיים על שבועות.txt,Dicta,248
תורת חיים על בבא קמא.txt,אוצריא/תלמוד בבלי/אחרונים/תורת חיים/תורת חיים על בבא קמא.txt,Dicta,701
תורת חיים על עבודה זרה.txt,אוצריא/תלמוד בבלי/אחרונים/תורת חיים/תורת חיים על עבודה זרה.txt,Dicta,359
תורת חיים על בבא בתרא.txt,אוצריא/תלמוד בבלי/אחרונים/תורת חיים/תורת חיים על בבא בתרא.txt,Dicta,780
תורת חיים על פסחים.txt,אוצריא/תלמוד בבלי/אחרונים/תורת חיים/תורת חיים על פסחים.txt,Dicta,50
תורת חיים על סנהדרין.txt,אוצריא/תלמוד בבלי/אחרונים/תורת חיים/תורת חיים על סנהדרין.txt,Dicta,687
תורת חיים על עירובין.txt,אוצריא/תלמוד בבלי/אחרונים/תורת חיים/תורת חיים על עירובין.txt,Dicta,387
תורת חיים על בבא מציעא.txt,אוצריא/תלמוד בבלי/אחרונים/תורת חיים/תורת חיים על בבא מציעא.txt,Dicta,704
לפלגות ראובן חלק ב.txt,אוצריא/תלמוד בבלי/אחרונים/לפלגות ראובן/לפלגות ראובן חלק ב.txt,Dicta,648
לפלגות ראובן חלק א.txt,אוצריא/תלמוד בבלי/אחרונים/לפלגות ראובן/לפלגות ראובן חלק א.txt,Dicta,1128
לפלגות ראובן חלק ג.txt,אוצריא/תלמוד בבלי/אחרונים/לפלגות ראובן/לפלגות ראובן חלק ג.txt,Dicta,1077
פורת יוסף על בבא קמא.txt,אוצריא/תלמוד בבלי/אחרונים/פורת יוסף/פורת יוסף על בבא קמא.txt,Dicta,29
פורת יוסף על כתובות.txt,אוצריא/תלמוד בבלי/אחרונים/פורת יוסף/פורת יוסף על כתובות.txt,Dicta,377
פורת יוסף על יבמות.txt,אוצריא/תלמוד בבלי/אחרונים/פורת יוסף/פורת יוסף על יבמות.txt,Dicta,253
פורת יוסף הקדמה וכללים.txt,אוצריא/תלמוד בבלי/אחרונים/פורת יוסף/פורת יוסף הקדמה וכללים.txt,Dicta,69
גבורות שמונים.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גבורות שמונים.txt,Dicta,705
גליוני השס על סנהדרין.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/נזיקין/גליוני השס על סנהדרין.txt,Dicta,541
גליוני השס על בבא בתרא.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/נזיקין/גליוני השס על בבא בתרא.txt,Dicta,380
גליוני השס על בבא מציעא.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/נזיקין/גליוני השס על בבא מציעא.txt,Dicta,489
גליוני השס על אבות.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/נזיקין/גליוני השס על אבות.txt,Dicta,67
גליוני השס על מכות.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/נזיקין/גליוני השס על מכות.txt,Dicta,113
גליוני השס על עבודה זרה.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/נזיקין/גליוני השס על עבודה זרה.txt,Dicta,219
גליוני השס על בבא קמא.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/נזיקין/גליוני השס על בבא קמא.txt,Dicta,442
גליוני השס על שבועות.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/נזיקין/גליוני השס על שבועות.txt,Dicta,166
גליוני השס על עדיות.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/נזיקין/גליוני השס על עדיות.txt,Dicta,16
גליוני השס על הוריות.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/נזיקין/גליוני השס על הוריות.txt,Dicta,43
גליוני השס על מועד קטן.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/מועד/גליוני השס על מועד קטן.txt,Dicta,138
גליוני השס על שבת.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/מועד/גליוני השס על שבת.txt,Dicta,1058
גליוני השס על יומא.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/מועד/גליוני השס על יומא.txt,Dicta,416
גליוני השס על סוכה.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/מועד/גליוני השס על סוכה.txt,Dicta,353
גליוני השס על ראש השנה.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/מועד/גליוני השס על ראש השנה.txt,Dicta,257
גליוני השס על פסחים.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/מועד/גליוני השס על פסחים.txt,Dicta,607
גליוני השס על ביצה.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/מועד/גליוני השס על ביצה.txt,Dicta,177
