שם הקובץ,נתיב הקובץ,תיקיית המקור,מספר שורות
הערות על חברותא על יבמות.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על יבמות.txt,ToratEmet,1762
הערות על חברותא על סוכה.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על סוכה.txt,ToratEmet,804
הערות על חברותא על מועד קטן.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על מועד קטן.txt,ToratEmet,795
הערות על חברותא על הוריות.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על הוריות.txt,ToratEmet,420
הערות על חברותא על קידושין.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על קידושין.txt,ToratEmet,2996
הערות על חברותא על ראש השנה.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על ראש השנה.txt,ToratEmet,754
הערות על חברותא על נדה.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על נדה.txt,ToratEmet,1510
הערות על חברותא על מעילה.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על מעילה.txt,ToratEmet,825
הערות על חברותא על גיטין.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על גיטין.txt,ToratEmet,1996
הערות על חברותא על תמיד.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על תמיד.txt,ToratEmet,172
הערות על חברותא על תמורה.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על תמורה.txt,ToratEmet,1634
הערות על חברותא על יומא.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על יומא.txt,ToratEmet,1304
הערות על חברותא על כתובות.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על כתובות.txt,ToratEmet,2111
הערות על חברותא על נזיר.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על נזיר.txt,ToratEmet,1696
בלבבי משכן אבנה - ו.txt,אוצריא/ספרי מוסר/מחברי זמננו/בלבבי משכן אבנה/בלבבי משכן אבנה - ו.txt,ToratEmet,978
בלבבי משכן אבנה - ט.txt,אוצריא/ספרי מוסר/מחברי זמננו/בלבבי משכן אבנה/בלבבי משכן אבנה - ט.txt,ToratEmet,328
בלבבי משכן אבנה - ד.txt,אוצריא/ספרי מוסר/מחברי זמננו/בלבבי משכן אבנה/בלבבי משכן אבנה - ד.txt,ToratEmet,1551
בלבבי משכן אבנה - ג.txt,אוצריא/ספרי מוסר/מחברי זמננו/בלבבי משכן אבנה/בלבבי משכן אבנה - ג.txt,ToratEmet,991
בלבבי משכן אבנה - ב.txt,אוצריא/ספרי מוסר/מחברי זמננו/בלבבי משכן אבנה/בלבבי משכן אבנה - ב.txt,ToratEmet,1650
בלבבי משכן אבנה - א.txt,אוצריא/ספרי מוסר/מחברי זמננו/בלבבי משכן אבנה/בלבבי משכן אבנה - א.txt,ToratEmet,861
חמדת ימים ג.txt,אוצריא/ספרי מוסר/אחרונים/חמדת ימים/חמדת ימים ג.txt,ToratEmet,4990
חמדת ימים א.txt,אוצריא/ספרי מוסר/אחרונים/חמדת ימים/חמדת ימים א.txt,ToratEmet,3591
מבוא שערי חמדה.txt,אוצריא/ספרי מוסר/אחרונים/חמדת ימים/מבוא שערי חמדה.txt,ToratEmet,1460
חמדת ימים ב.txt,אוצריא/ספרי מוסר/אחרונים/חמדת ימים/חמדת ימים ב.txt,ToratEmet,5799
מנורת המאור (אבוהב).txt,אוצריא/ספרי מוסר/ראשונים/מנורת המאור (אבוהב).txt,ToratEmet,6315
אגרת תימן.txt,אוצריא/ספרי מוסר/ראשונים/אגרת תימן.txt,ToratEmet,45
וביום השבת.txt,אוצריא/הלכה/מחברי זמננו/וביום השבת.txt,ToratEmet,3603
דרשת הרמבן.txt,אוצריא/מחשבת ישראל/ראשונים/דרשת הרמבן.txt,ToratEmet,61
מאירי על משנה מידות.txt,אוצריא/משנה/ראשונים/מאירי/מאירי על משנה מידות.txt,wikiSource,85
מאירי על משנה חלה.txt,אוצריא/משנה/ראשונים/מאירי/מאירי על משנה חלה.txt,wikiSource,161
פירוש הראש על מדות.txt,אוצריא/משנה/ראשונים/ראש/פירוש הראש על מדות.txt,wikiSource,80
ובחרת בחיים.txt,אוצריא/תנך/אחרונים/ובחרת בחיים.txt,wikiSource,2233
בית יד.txt,אוצריא/תלמוד בבלי/ראשונים/מאירי/בית יד.txt,wikiSource,34
דקדוקי הטעמים.txt,אוצריא/ספרות עזר/דקדוק/דקדוקי הטעמים.txt,wikiSource,568
בינת מקרא.txt,אוצריא/ספרות עזר/דקדוק/בינת מקרא.txt,wikiSource,89
אלדד הדני.txt,אוצריא/ספרות עזר/תולדות עם ישראל/אלדד הדני.txt,wikiSource,62
זכרון לבני ישראל.txt,אוצריא/ספרי מוסר/אחרונים/זכרון לבני ישראל.txt,wikiSource,130
מועד לכל חי.txt,אוצריא/הלכה/אחרונים/מועד לכל חי.txt,wikiSource,1726
כף החיים.txt,אוצריא/הלכה/אחרונים/כף החיים.txt,wikiSource,1510
צוואת רבי יהודה החסיד.txt,אוצריא/הלכה/ראשונים/צוואת רבי יהודה החסיד.txt,wikiSource,86
שות מוהרץ.txt,אוצריא/שות/אחרונים/שות מוהרץ.txt,Pninim,42
משיבת נפש חלק ב.txt,אוצריא/שות/אחרונים/משיבת נפש חלק ב.txt,Pninim,610
כלי יקר על נביאים.txt,אוצריא/תנך/אחרונים/כלי יקר/נביאים/כלי יקר על נביאים.txt,Pninim,3588
צפנת פענח על האבן עזרא.txt,אוצריא/תנך/ראשונים/צפנת פענח על האבן עזרא.txt,Pninim,61
פנים מאירות על זבחים.txt,אוצריא/תלמוד בבלי/אחרונים/פנים מאירות על זבחים.txt,Pninim,1199
יד דוד על השס א-ב.txt,אוצריא/תלמוד בבלי/אחרונים/יד דוד על השס א-ב.txt,Pninim,11605
זכר יהוסף.txt,אוצריא/תלמוד בבלי/אחרונים/זכר יהוסף.txt,Pninim,1569
מים קדושים על בכורות.txt,אוצריא/תלמוד בבלי/אחרונים/מים קדושים/מים קדושים על בכורות.txt,Pninim,407
מים קדושים על כריתות.txt,אוצריא/תלמוד בבלי/אחרונים/מים קדושים/מים קדושים על כריתות.txt,Pninim,167
חק נתן על זבחים.txt,אוצריא/תלמוד בבלי/אחרונים/חק נתן/חק נתן על זבחים.txt,Pninim,1476
חק נתן על מנחות.txt,אוצריא/תלמוד בבלי/אחרונים/חק נתן/חק נתן על מנחות.txt,Pninim,601
ברכת הזבח על תמיד.txt,אוצריא/תלמוד בבלי/אחרונים/ברכת הזבח/ברכת הזבח על תמיד.txt,Pninim,225
ברכת הזבח על זבחים.txt,אוצריא/תלמוד בבלי/אחרונים/ברכת הזבח/ברכת הזבח על זבחים.txt,Pninim,4678
ברכת הזבח על כריתות.txt,אוצריא/תלמוד בבלי/אחרונים/ברכת הזבח/ברכת הזבח על כריתות.txt,Pninim,996
ברכת הזבח על ערכין.txt,אוצריא/תלמוד בבלי/אחרונים/ברכת הזבח/ברכת הזבח על ערכין.txt,Pninim,751
ברכת הזבח על מנחות.txt,אוצריא/תלמוד בבלי/אחרונים/ברכת הזבח/ברכת הזבח על מנחות.txt,Pninim,4332
ברכת הזבח על תמורה.txt,אוצריא/תלמוד בבלי/אחרונים/ברכת הזבח/ברכת הזבח על תמורה.txt,Pninim,1105
ברכת הזבח על מעילה.txt,אוצריא/תלמוד בבלי/אחרונים/ברכת הזבח/ברכת הזבח על מעילה.txt,Pninim,829
צאן קדשים על מעילה.txt,אוצריא/תלמוד בבלי/אחרונים/צאן קדשים/צאן קדשים על מעילה.txt,Pninim,692
צאן קדשים על ערכין.txt,אוצריא/תלמוד בבלי/אחרונים/צאן קדשים/צאן קדשים על ערכין.txt,Pninim,787
צאן קדשים על מנחות.txt,אוצריא/תלמוד בבלי/אחרונים/צאן קדשים/צאן קדשים על מנחות.txt,Pninim,3691
צאן קדשים על תמורה.txt,אוצריא/תלמוד בבלי/אחרונים/צאן קדשים/צאן קדשים על תמורה.txt,Pninim,939
צאן קדשים על זבחים.txt,אוצריא/תלמוד בבלי/אחרונים/צאן קדשים/צאן קדשים על זבחים.txt,Pninim,4101
צאן קדשים על בכורות.txt,אוצריא/תלמוד בבלי/אחרונים/צאן קדשים/צאן קדשים על בכורות.txt,Pninim,1579
מגילת ספר.txt,אוצריא/ספרות עזר/תולדות עם ישראל/מגילת ספר.txt,Pninim,1822
מאמר תורה אור.txt,אוצריא/ספרי מוסר/אחרונים/מאמר תורה אור.txt,Pninim,49
הערות על מאמר תורה אור.txt,אוצריא/ספרי מוסר/אחרונים/הערות על מאמר תורה אור.txt,Pninim,16
דרכי הוראה.txt,אוצריא/הלכה/מערכות ועניינים/דרכי הוראה.txt,Pninim,293
